Team,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Minnesota Timberwolves,New York Knicks,L,02/08/2013,240:00,37,80,0.463,1,13,0.077,19,27,0.704,12,29,41,19,6,2,9,18,94,-6
Utah Jazz,Chicago Bulls,L,02/08/2013,240:00,37,78,0.474,4,16,0.25,11,17,0.647,13,24,37,21,4,10,12,22,89,-4
Chicago Bulls,Utah Jazz,W,02/08/2013,240:00,36,79,0.456,5,12,0.417,16,18,0.889,15,26,41,25,6,2,9,16,93,4
Denver Nuggets,Cleveland Cavaliers,W,02/09/2013,240:00,40,80,0.5,6,17,0.353,25,34,0.735,15,31,46,23,9,8,20,21,111,8
Cleveland Cavaliers,Denver Nuggets,L,02/09/2013,240:00,37,84,0.44,9,20,0.45,20,26,0.769,11,27,38,24,9,5,15,23,103,-8
Philadelphia 76ers,Charlotte Bobcats,W,02/09/2013,240:00,39,93,0.419,2,16,0.125,7,10,0.7,16,44,60,24,2,2,11,19,87,11
Charlotte Bobcats,Philadelphia 76ers,L,02/09/2013,240:00,27,88,0.307,2,16,0.125,20,23,0.87,12,28,40,20,5,3,7,17,76,-11
Milwaukee Bucks,Detroit Pistons,L,02/09/2013,240:00,34,86,0.395,7,17,0.412,25,28,0.893,12,30,42,19,12,7,13,14,100,-5
Detroit Pistons,Milwaukee Bucks,W,02/09/2013,240:00,41,83,0.494,8,17,0.471,15,19,0.789,11,35,46,25,11,2,20,20,105,5
Golden State Warriors,Dallas Mavericks,L,02/09/2013,240:00,34,89,0.382,6,16,0.375,17,24,0.708,17,35,52,12,4,1,15,26,91,-25
Dallas Mavericks,Golden State Warriors,W,02/09/2013,240:00,38,77,0.494,11,20,0.55,29,38,0.763,6,38,44,25,9,6,10,23,116,25
Utah Jazz,Sacramento Kings,L,02/09/2013,240:00,40,82,0.488,4,15,0.267,25,26,0.962,11,28,39,23,8,7,18,27,109,-11
Sacramento Kings,Utah Jazz,W,02/09/2013,240:00,44,85,0.518,8,19,0.421,24,35,0.686,16,28,44,27,11,6,16,24,120,11
New York Knicks,Los Angeles Clippers,L,02/10/2013,240:00,33,74,0.446,7,23,0.304,15,18,0.833,10,25,35,11,10,3,16,18,88,-14
Los Angeles Clippers,New York Knicks,W,02/10/2013,240:00,41,80,0.513,10,28,0.357,10,16,0.625,13,30,43,21,10,6,14,19,102,14
Miami Heat,Los Angeles Lakers,W,02/10/2013,240:00,44,80,0.55,6,16,0.375,13,14,0.929,10,28,38,19,10,6,11,27,107,10
Los Angeles Lakers,Miami Heat,L,02/10/2013,240:00,35,70,0.5,7,12,0.583,20,26,0.769,5,24,29,16,9,3,14,17,97,-10
Denver Nuggets,Boston Celtics,L,02/10/2013,315:00,48,113,0.425,8,26,0.308,10,17,0.588,15,50,65,25,10,11,21,19,114,-4
Boston Celtics,Denver Nuggets,W,02/10/2013,315:00,43,108,0.398,13,30,0.433,19,24,0.792,8,43,51,34,14,8,16,19,118,4
Toronto Raptors,New Orleans Hornets,W,02/10/2013,240:00,40,78,0.513,8,16,0.5,14,18,0.778,12,27,39,24,7,4,11,21,102,13
New Orleans Hornets,Toronto Raptors,L,02/10/2013,240:00,34,69,0.493,5,13,0.385,16,25,0.64,6,27,33,16,3,7,17,17,89,-13
Portland Trail Blazers,Orlando Magic,L,02/10/2013,240:00,42,83,0.506,10,27,0.37,10,12,0.833,5,33,38,31,4,3,14,13,104,-6
Orlando Magic,Portland Trail Blazers,W,02/10/2013,240:00,47,93,0.505,5,15,0.333,11,18,0.611,17,33,50,34,5,3,10,16,110,6
Minnesota Timberwolves,Memphis Grizzlies,L,02/10/2013,240:00,34,69,0.493,4,16,0.25,16,25,0.64,10,23,33,24,7,2,19,20,88,-17
Memphis Grizzlies,Minnesota Timberwolves,W,02/10/2013,240:00,41,79,0.519,6,13,0.462,17,22,0.773,13,23,36,30,12,4,13,24,105,17
San Antonio Spurs,Brooklyn Nets,W,02/10/2013,240:00,43,73,0.589,12,19,0.632,13,20,0.65,6,22,28,22,10,3,5,14,111,25
Brooklyn Nets,San Antonio Spurs,L,02/10/2013,240:00,34,72,0.472,6,19,0.316,12,17,0.706,12,27,39,12,2,4,16,17,86,-25
Phoenix Suns,Oklahoma City Thunder,L,02/10/2013,240:00,30,91,0.33,4,14,0.286,5,5,1.0,17,36,53,18,6,8,22,22,69,-28
Oklahoma City Thunder,Phoenix Suns,W,02/10/2013,240:00,34,76,0.447,9,17,0.529,20,27,0.741,5,35,40,23,15,9,13,7,97,28
Sacramento Kings,Houston Rockets,W,02/10/2013,240:00,40,87,0.46,11,20,0.55,26,27,0.963,15,31,46,22,9,2,13,21,117,6
Houston Rockets,Sacramento Kings,L,02/10/2013,240:00,44,89,0.494,10,33,0.303,13,17,0.765,14,29,43,29,6,7,15,21,111,-6
Philadelphia 76ers,Los Angeles Clippers,L,02/11/2013,240:00,35,84,0.417,9,18,0.5,11,16,0.688,16,21,37,27,8,0,13,18,90,-17
Los Angeles Clippers,Philadelphia 76ers,W,02/11/2013,240:00,44,75,0.587,8,19,0.421,11,22,0.5,11,32,43,29,8,7,13,16,107,17
Charlotte Bobcats,Boston Celtics,W,02/11/2013,240:00,33,77,0.429,8,18,0.444,20,30,0.667,10,37,47,22,6,7,10,19,94,3
Boston Celtics,Charlotte Bobcats,L,02/11/2013,240:00,32,77,0.416,6,14,0.429,21,26,0.808,8,36,44,26,6,7,10,24,91,-3
Minnesota Timberwolves,Cleveland Cavaliers,W,02/11/2013,240:00,39,75,0.52,8,14,0.571,14,17,0.824,10,26,36,25,10,6,20,17,100,8
Cleveland Cavaliers,Minnesota Timberwolves,L,02/11/2013,240:00,40,79,0.506,5,18,0.278,7,11,0.636,9,22,31,24,12,7,20,15,92,-8
Indiana Pacers,Brooklyn Nets,L,02/11/2013,265:00,33,96,0.344,5,22,0.227,13,18,0.722,17,36,53,16,6,7,8,26,84,-5
Brooklyn Nets,Indiana Pacers,W,02/11/2013,265:00,31,80,0.388,4,12,0.333,23,32,0.719,11,41,52,9,6,6,11,21,89,5
New Orleans Hornets,Detroit Pistons,W,02/11/2013,240:00,41,83,0.494,10,21,0.476,13,14,0.929,10,39,49,26,7,10,14,25,105,19
Detroit Pistons,New Orleans Hornets,L,02/11/2013,240:00,29,81,0.358,5,19,0.263,23,33,0.697,14,27,41,21,13,3,13,16,86,-19
San Antonio Spurs,Chicago Bulls,W,02/11/2013,240:00,39,75,0.52,8,16,0.5,17,20,0.85,2,24,26,21,10,1,8,18,103,14
Chicago Bulls,San Antonio Spurs,L,02/11/2013,240:00,37,78,0.474,2,12,0.167,13,20,0.65,17,32,49,18,7,5,19,23,89,-14
Washington Wizards,Milwaukee Bucks,W,02/11/2013,240:00,42,74,0.568,4,12,0.333,14,17,0.824,7,40,47,29,7,4,19,16,102,12
Milwaukee Bucks,Washington Wizards,L,02/11/2013,240:00,36,95,0.379,5,23,0.217,13,22,0.591,17,26,43,23,13,5,9,17,90,-12
Dallas Mavericks,Atlanta Hawks,L,02/11/2013,240:00,38,89,0.427,9,21,0.429,16,20,0.8,8,29,37,25,9,3,11,20,101,-4
Atlanta Hawks,Dallas Mavericks,W,02/11/2013,240:00,40,77,0.519,9,26,0.346,16,23,0.696,8,40,48,26,7,2,18,20,105,4
Toronto Raptors,Denver Nuggets,W,02/12/2013,240:00,39,83,0.47,10,21,0.476,21,23,0.913,15,23,38,23,10,5,17,21,109,1
Denver Nuggets,Toronto Raptors,L,02/12/2013,240:00,44,85,0.518,6,16,0.375,14,20,0.7,18,27,45,24,13,5,18,20,108,-1
Portland Trail Blazers,Miami Heat,L,02/12/2013,240:00,39,73,0.534,8,24,0.333,18,20,0.9,4,21,25,15,3,2,14,18,104,-13
Miami Heat,Portland Trail Blazers,W,02/12/2013,240:00,43,74,0.581,8,19,0.421,23,27,0.852,10,22,32,22,9,7,9,21,117,13
Sacramento Kings,Memphis Grizzlies,L,02/12/2013,240:00,40,86,0.465,4,16,0.25,17,24,0.708,12,24,36,20,12,2,14,24,101,-7
Memphis Grizzlies,Sacramento Kings,W,02/12/2013,240:00,41,75,0.547,6,13,0.462,20,24,0.833,7,32,39,21,5,4,19,22,108,7
Utah Jazz,Oklahoma City Thunder,W,02/12/2013,240:00,42,87,0.483,7,19,0.368,18,22,0.818,16,22,38,25,14,3,17,21,109,15
Oklahoma City Thunder,Utah Jazz,L,02/12/2013,240:00,38,68,0.559,5,15,0.333,13,23,0.565,7,19,26,15,11,13,20,16,94,-15
Phoenix Suns,Los Angeles Lakers,L,02/12/2013,240:00,35,85,0.412,3,13,0.231,12,17,0.706,12,36,48,27,10,8,19,21,85,-6
Los Angeles Lakers,Phoenix Suns,W,02/12/2013,240:00,36,83,0.434,7,21,0.333,12,18,0.667,12,36,48,23,9,5,19,15,91,6
Houston Rockets,Golden State Warriors,W,02/12/2013,240:00,43,91,0.473,10,34,0.294,20,25,0.8,10,38,48,32,8,3,11,21,116,9
Golden State Warriors,Houston Rockets,L,02/12/2013,240:00,38,84,0.452,8,20,0.4,23,31,0.742,8,38,46,25,6,6,13,22,107,-9
Orlando Magic,Atlanta Hawks,L,02/13/2013,240:00,34,82,0.415,3,14,0.214,5,9,0.556,7,34,41,18,7,2,15,21,76,-32
Atlanta Hawks,Orlando Magic,W,02/13/2013,240:00,41,92,0.446,10,34,0.294,16,23,0.696,17,37,54,32,6,3,9,12,108,32
San Antonio Spurs,Cleveland Cavaliers,W,02/13/2013,240:00,38,84,0.452,5,19,0.263,15,18,0.833,11,33,44,25,7,10,13,15,96,1
Cleveland Cavaliers,San Antonio Spurs,L,02/13/2013,240:00,40,97,0.412,2,11,0.182,13,15,0.867,16,32,48,24,8,4,10,15,95,-1
Indiana Pacers,Charlotte Bobcats,W,02/13/2013,240:00,41,95,0.432,6,19,0.316,13,19,0.684,18,35,53,24,7,9,7,21,101,24
Charlotte Bobcats,Indiana Pacers,L,02/13/2013,240:00,26,82,0.317,5,16,0.313,20,28,0.714,16,29,45,14,5,8,16,20,77,-24
Chicago Bulls,Boston Celtics,L,02/13/2013,240:00,27,74,0.365,3,17,0.176,12,17,0.706,13,36,49,15,5,4,20,19,69,-2
Boston Celtics,Chicago Bulls,W,02/13/2013,240:00,28,76,0.368,5,15,0.333,10,12,0.833,8,31,39,18,9,4,10,21,71,2
Denver Nuggets,Brooklyn Nets,L,02/13/2013,240:00,42,79,0.532,12,17,0.706,12,22,0.545,11,18,29,25,8,5,14,24,108,-11
Brooklyn Nets,Denver Nuggets,W,02/13/2013,240:00,41,75,0.547,16,27,0.593,21,30,0.7,11,26,37,29,5,3,13,21,119,11
Toronto Raptors,New York Knicks,W,02/13/2013,240:00,31,73,0.425,9,21,0.429,21,24,0.875,8,27,35,12,3,8,10,20,92,4
New York Knicks,Toronto Raptors,L,02/13/2013,240:00,28,79,0.354,9,25,0.36,23,32,0.719,20,32,52,12,7,2,11,21,88,-4
Washington Wizards,Detroit Pistons,L,02/13/2013,240:00,34,70,0.486,3,11,0.273,14,22,0.636,5,27,32,22,7,3,17,18,85,-11
Detroit Pistons,Washington Wizards,W,02/13/2013,240:00,35,79,0.443,9,18,0.5,17,25,0.68,14,34,48,19,10,4,17,20,96,11
Philadelphia 76ers,Milwaukee Bucks,L,02/13/2013,240:00,34,76,0.447,4,13,0.308,20,24,0.833,11,30,41,18,5,4,14,22,92,-2
Milwaukee Bucks,Philadelphia 76ers,W,02/13/2013,240:00,37,88,0.42,4,18,0.222,16,21,0.762,16,25,41,21,9,10,13,21,94,2
Portland Trail Blazers,New Orleans Hornets,L,02/13/2013,240:00,24,74,0.324,2,17,0.118,13,13,1.0,6,29,35,19,4,9,16,12,63,-36
New Orleans Hornets,Portland Trail Blazers,W,02/13/2013,240:00,41,87,0.471,5,12,0.417,12,18,0.667,15,37,52,26,7,6,6,13,99,36
Utah Jazz,Minnesota Timberwolves,W,02/13/2013,240:00,38,87,0.437,2,11,0.182,19,25,0.76,13,40,53,20,7,9,14,22,97,4
Minnesota Timberwolves,Utah Jazz,L,02/13/2013,240:00,29,85,0.341,5,22,0.227,30,38,0.789,14,35,49,18,8,3,10,19,93,-4
Sacramento Kings,Dallas Mavericks,L,02/13/2013,240:00,33,80,0.413,4,16,0.25,30,36,0.833,12,32,44,17,8,2,18,22,100,-23
Dallas Mavericks,Sacramento Kings,W,02/13/2013,240:00,43,92,0.467,13,34,0.382,24,26,0.923,15,36,51,27,12,10,12,27,123,23
Los Angeles Clippers,Houston Rockets,W,02/13/2013,240:00,37,75,0.493,13,32,0.406,19,26,0.731,6,31,37,28,12,6,18,19,106,10
Houston Rockets,Los Angeles Clippers,L,02/13/2013,240:00,36,82,0.439,5,24,0.208,19,22,0.864,13,28,41,18,10,2,21,23,96,-10
Oklahoma City Thunder,Miami Heat,L,02/14/2013,240:00,32,73,0.438,3,13,0.231,33,34,0.971,5,30,35,16,5,5,16,23,100,-10
Miami Heat,Oklahoma City Thunder,W,02/14/2013,240:00,41,88,0.466,11,29,0.379,17,22,0.773,13,33,46,23,10,4,14,29,110,10
Los Angeles Lakers,Los Angeles Clippers,L,02/14/2013,240:00,38,75,0.507,6,20,0.3,19,27,0.704,10,27,37,30,9,2,16,17,101,-24
Los Angeles Clippers,Los Angeles Lakers,W,02/14/2013,240:00,46,89,0.517,16,30,0.533,17,22,0.773,17,30,47,25,9,8,14,25,125,24
Washington Wizards,Toronto Raptors,L,02/19/2013,240:00,30,78,0.385,6,15,0.4,22,27,0.815,12,32,44,20,6,3,16,20,88,-8
Toronto Raptors,Washington Wizards,W,02/19/2013,240:00,35,78,0.449,8,20,0.4,18,20,0.9,8,34,42,20,10,5,16,19,96,8
Orlando Magic,Charlotte Bobcats,L,02/19/2013,240:00,37,89,0.416,4,25,0.16,14,17,0.824,13,33,46,26,7,2,14,20,92,-13
Charlotte Bobcats,Orlando Magic,W,02/19/2013,240:00,38,81,0.469,9,24,0.375,20,27,0.741,10,35,45,18,6,5,16,18,105,13
Milwaukee Bucks,Brooklyn Nets,L,02/19/2013,265:00,46,96,0.479,7,20,0.35,12,18,0.667,12,31,43,23,4,10,8,21,111,-2
Brooklyn Nets,Milwaukee Bucks,W,02/19/2013,265:00,43,91,0.473,10,19,0.526,17,23,0.739,17,32,49,25,6,4,15,17,113,2
Memphis Grizzlies,Detroit Pistons,W,02/19/2013,240:00,45,80,0.563,3,9,0.333,12,20,0.6,12,32,44,29,14,7,16,20,105,14
Detroit Pistons,Memphis Grizzlies,L,02/19/2013,240:00,38,82,0.463,9,20,0.45,6,10,0.6,6,23,29,28,7,4,16,18,91,-14
New Orleans Hornets,Chicago Bulls,L,02/19/2013,240:00,35,84,0.417,4,17,0.235,13,20,0.65,11,28,39,23,8,7,15,16,87,-9
Chicago Bulls,New Orleans Hornets,W,02/19/2013,240:00,39,84,0.464,5,13,0.385,13,17,0.765,14,33,47,30,10,6,15,19,96,9
Denver Nuggets,Boston Celtics,W,02/19/2013,240:00,33,77,0.429,7,20,0.35,24,36,0.667,10,35,45,21,7,3,7,17,97,7
Boston Celtics,Denver Nuggets,L,02/19/2013,240:00,35,79,0.443,7,20,0.35,13,16,0.813,8,31,39,22,6,2,12,24,90,-7
Utah Jazz,Golden State Warriors,W,02/19/2013,240:00,39,78,0.5,10,21,0.476,27,33,0.818,8,27,35,23,8,8,11,23,115,14
Golden State Warriors,Utah Jazz,L,02/19/2013,240:00,39,83,0.47,5,17,0.294,18,24,0.75,13,29,42,17,5,3,13,22,101,-14
San Antonio Spurs,Sacramento Kings,W,02/19/2013,240:00,35,75,0.467,10,30,0.333,28,35,0.8,7,39,46,25,9,8,17,21,108,6
Sacramento Kings,San Antonio Spurs,L,02/19/2013,240:00,34,90,0.378,9,25,0.36,25,29,0.862,10,32,42,21,8,2,10,23,102,-6
Portland Trail Blazers,Phoenix Suns,L,02/19/2013,240:00,33,80,0.413,6,20,0.3,26,32,0.813,12,25,37,18,7,1,14,15,98,-4
Phoenix Suns,Portland Trail Blazers,W,02/19/2013,240:00,41,82,0.5,3,13,0.231,17,20,0.85,14,37,51,30,8,2,17,28,102,4
Toronto Raptors,Memphis Grizzlies,L,02/20/2013,240:00,26,71,0.366,8,18,0.444,22,26,0.846,11,31,42,14,5,4,14,28,82,-6
Memphis Grizzlies,Toronto Raptors,W,02/20/2013,240:00,29,80,0.363,6,13,0.462,24,34,0.706,20,29,49,20,7,7,10,23,88,6
Detroit Pistons,Charlotte Bobcats,W,02/20/2013,240:00,40,81,0.494,8,17,0.471,17,23,0.739,8,34,42,26,4,8,9,23,105,6
Charlotte Bobcats,Detroit Pistons,L,02/20/2013,240:00,36,89,0.404,11,25,0.44,16,21,0.762,16,30,46,25,3,9,8,18,99,-6
New Orleans Hornets,Cleveland Cavaliers,L,02/20/2013,240:00,37,76,0.487,7,15,0.467,19,22,0.864,11,28,39,16,2,6,13,28,100,-5
Cleveland Cavaliers,New Orleans Hornets,W,02/20/2013,240:00,38,77,0.494,5,14,0.357,24,34,0.706,12,22,34,20,6,3,8,18,105,5
New York Knicks,Indiana Pacers,L,02/20/2013,240:00,29,86,0.337,5,28,0.179,28,36,0.778,13,26,39,17,13,3,15,29,91,-34
Indiana Pacers,New York Knicks,W,02/20/2013,240:00,42,79,0.532,11,24,0.458,30,39,0.769,14,40,54,28,8,9,21,25,125,34
Miami Heat,Atlanta Hawks,W,02/20/2013,240:00,37,78,0.474,10,23,0.435,19,25,0.76,5,28,33,23,11,1,11,15,103,13
Atlanta Hawks,Miami Heat,L,02/20/2013,240:00,36,72,0.5,7,26,0.269,11,16,0.688,5,37,42,28,6,2,19,20,90,-13
Milwaukee Bucks,Brooklyn Nets,L,02/20/2013,240:00,35,75,0.467,6,14,0.429,18,31,0.581,7,41,48,22,5,9,17,24,94,-3
Brooklyn Nets,Milwaukee Bucks,W,02/20/2013,240:00,34,85,0.4,9,26,0.346,20,26,0.769,9,34,43,23,10,6,11,23,97,3
Oklahoma City Thunder,Houston Rockets,L,02/20/2013,240:00,42,87,0.483,11,28,0.393,24,27,0.889,13,35,48,25,6,11,23,22,119,-3
Houston Rockets,Oklahoma City Thunder,W,02/20/2013,240:00,44,92,0.478,15,33,0.455,19,23,0.826,11,31,42,26,14,4,18,23,122,3
Philadelphia 76ers,Minnesota Timberwolves,L,02/20/2013,240:00,31,81,0.383,4,13,0.308,21,32,0.656,10,29,39,18,8,5,10,30,87,-7
Minnesota Timberwolves,Philadelphia 76ers,W,02/20/2013,240:00,28,70,0.4,5,13,0.385,33,44,0.75,10,41,51,21,9,5,15,23,94,7
Orlando Magic,Dallas Mavericks,L,02/20/2013,240:00,39,85,0.459,5,16,0.313,13,22,0.591,10,33,43,24,5,4,11,13,96,-15
Dallas Mavericks,Orlando Magic,W,02/20/2013,240:00,42,88,0.477,11,29,0.379,16,18,0.889,7,37,44,32,6,8,9,19,111,15
Los Angeles Lakers,Boston Celtics,W,02/20/2013,240:00,42,83,0.506,7,22,0.318,22,31,0.71,14,35,49,24,5,3,12,21,113,14
Boston Celtics,Los Angeles Lakers,L,02/20/2013,240:00,39,82,0.476,9,20,0.45,12,20,0.6,7,27,34,24,5,4,12,25,99,-14
Phoenix Suns,Golden State Warriors,L,02/20/2013,240:00,40,84,0.476,9,17,0.529,9,14,0.643,11,30,41,28,7,8,14,18,98,-10
Golden State Warriors,Phoenix Suns,W,02/20/2013,240:00,42,87,0.483,10,20,0.5,14,17,0.824,13,31,44,29,6,6,10,16,108,10
Miami Heat,Chicago Bulls,W,02/21/2013,240:00,37,73,0.507,3,13,0.231,9,14,0.643,8,28,36,20,14,6,17,15,86,19
Chicago Bulls,Miami Heat,L,02/21/2013,240:00,28,75,0.373,2,10,0.2,9,11,0.818,13,26,39,20,10,4,26,15,67,-19
San Antonio Spurs,Los Angeles Clippers,W,02/21/2013,240:00,43,73,0.589,8,17,0.471,22,28,0.786,8,26,34,30,7,6,17,20,116,26
Los Angeles Clippers,San Antonio Spurs,L,02/21/2013,240:00,32,76,0.421,5,16,0.313,21,25,0.84,13,20,33,21,5,1,18,22,90,-26
Toronto Raptors,New York Knicks,W,02/22/2013,240:00,35,80,0.438,7,18,0.389,23,28,0.821,6,25,31,18,7,3,9,22,100,2
New York Knicks,Toronto Raptors,L,02/22/2013,240:00,35,75,0.467,10,28,0.357,18,23,0.783,10,32,42,19,5,8,16,28,98,-2
Washington Wizards,Denver Nuggets,W,02/22/2013,240:00,42,88,0.477,11,24,0.458,24,33,0.727,18,31,49,27,7,8,18,26,119,6
Denver Nuggets,Washington Wizards,L,02/22/2013,240:00,39,81,0.481,4,22,0.182,31,37,0.838,8,28,36,27,11,5,11,24,113,-6
Chicago Bulls,Charlotte Bobcats,W,02/22/2013,240:00,42,83,0.506,5,14,0.357,16,20,0.8,10,36,46,37,6,7,6,26,105,30
Charlotte Bobcats,Chicago Bulls,L,02/22/2013,240:00,25,75,0.333,4,16,0.25,21,35,0.6,15,30,45,13,2,6,12,17,75,-30
Indiana Pacers,Detroit Pistons,W,02/22/2013,240:00,41,73,0.562,10,14,0.714,22,33,0.667,4,43,47,29,10,6,14,25,114,32
Detroit Pistons,Indiana Pacers,L,02/22/2013,240:00,29,82,0.354,3,19,0.158,21,37,0.568,15,26,41,15,8,5,16,26,82,-32
Houston Rockets,Brooklyn Nets,W,02/22/2013,240:00,41,77,0.532,16,30,0.533,8,12,0.667,7,30,37,25,5,4,16,22,106,10
Brooklyn Nets,Houston Rockets,L,02/22/2013,240:00,40,91,0.44,10,30,0.333,6,11,0.545,14,27,41,24,9,5,13,19,96,-10
Sacramento Kings,Atlanta Hawks,L,02/22/2013,240:00,38,88,0.432,12,22,0.545,20,25,0.8,14,32,46,24,3,2,15,18,108,-14
Atlanta Hawks,Sacramento Kings,W,02/22/2013,240:00,49,92,0.533,12,27,0.444,12,19,0.632,10,35,45,33,7,9,6,25,122,14
Orlando Magic,Memphis Grizzlies,L,02/22/2013,240:00,35,84,0.417,5,15,0.333,7,9,0.778,11,31,42,19,6,8,12,26,82,-6
Memphis Grizzlies,Orlando Magic,W,02/22/2013,240:00,34,76,0.447,3,16,0.188,17,29,0.586,14,38,52,24,8,6,14,15,88,6
New Orleans Hornets,Dallas Mavericks,L,02/22/2013,240:00,37,91,0.407,5,17,0.294,21,24,0.875,14,31,45,25,8,4,12,20,100,-4
Dallas Mavericks,New Orleans Hornets,W,02/22/2013,240:00,40,84,0.476,8,20,0.4,16,19,0.842,13,31,44,26,9,17,12,18,104,4
Oklahoma City Thunder,Minnesota Timberwolves,W,02/22/2013,240:00,48,83,0.578,9,14,0.643,22,22,1.0,8,33,41,28,7,7,17,26,127,16
Minnesota Timberwolves,Oklahoma City Thunder,L,02/22/2013,240:00,41,85,0.482,6,17,0.353,23,29,0.793,9,23,32,26,11,5,10,23,111,-16
Phoenix Suns,Boston Celtics,L,02/22/2013,240:00,35,84,0.417,4,19,0.211,14,23,0.609,12,28,40,26,8,3,13,19,88,-25
Boston Celtics,Phoenix Suns,W,02/22/2013,240:00,44,79,0.557,10,22,0.455,15,23,0.652,9,36,45,19,8,6,12,20,113,25
Portland Trail Blazers,Los Angeles Lakers,L,02/22/2013,240:00,46,94,0.489,8,20,0.4,7,12,0.583,7,35,42,25,9,2,14,28,107,-4
Los Angeles Lakers,Portland Trail Blazers,W,02/22/2013,240:00,40,85,0.471,6,18,0.333,25,34,0.735,12,35,47,18,8,5,16,14,111,4
San Antonio Spurs,Golden State Warriors,L,02/22/2013,265:00,37,95,0.389,4,22,0.182,23,32,0.719,10,40,50,17,7,7,9,22,101,-6
Golden State Warriors,San Antonio Spurs,W,02/22/2013,265:00,39,94,0.415,5,21,0.238,24,30,0.8,9,48,57,25,6,5,12,23,107,6
Washington Wizards,Houston Rockets,W,02/23/2013,240:00,41,80,0.513,7,16,0.438,16,19,0.842,9,28,37,31,8,6,13,18,105,2
Houston Rockets,Washington Wizards,L,02/23/2013,240:00,38,84,0.452,19,46,0.413,8,14,0.571,13,26,39,24,7,3,16,19,103,-2
Denver Nuggets,Charlotte Bobcats,W,02/23/2013,240:00,44,83,0.53,7,19,0.368,18,22,0.818,11,29,40,30,11,10,17,28,113,14
Charlotte Bobcats,Denver Nuggets,L,02/23/2013,240:00,37,82,0.451,2,11,0.182,23,30,0.767,12,25,37,22,8,10,18,20,99,-14
Orlando Magic,Cleveland Cavaliers,L,02/23/2013,240:00,38,79,0.481,4,14,0.286,14,22,0.636,11,25,36,22,5,7,15,20,94,-24
Cleveland Cavaliers,Orlando Magic,W,02/23/2013,240:00,43,87,0.494,9,21,0.429,23,28,0.821,18,29,47,28,8,4,10,20,118,24
Philadelphia 76ers,Miami Heat,L,02/23/2013,240:00,35,78,0.449,11,28,0.393,9,10,0.9,7,25,32,25,1,3,12,15,90,-24
Miami Heat,Philadelphia 76ers,W,02/23/2013,240:00,45,77,0.584,9,21,0.429,15,18,0.833,5,32,37,27,9,2,6,10,114,24
Indiana Pacers,Detroit Pistons,W,02/23/2013,240:00,34,75,0.453,8,22,0.364,14,19,0.737,10,38,48,21,8,6,20,25,90,18
Detroit Pistons,Indiana Pacers,L,02/23/2013,240:00,26,77,0.338,2,14,0.143,18,24,0.75,10,29,39,14,9,2,14,22,72,-18
Milwaukee Bucks,Atlanta Hawks,L,02/23/2013,240:00,41,89,0.461,4,12,0.333,16,20,0.8,17,41,58,28,8,2,17,14,102,-1
Atlanta Hawks,Milwaukee Bucks,W,02/23/2013,240:00,39,91,0.429,14,28,0.5,11,14,0.786,10,31,41,27,10,4,11,16,103,1
Utah Jazz,Los Angeles Clippers,L,02/23/2013,240:00,35,84,0.417,1,15,0.067,23,28,0.821,12,27,39,25,8,6,16,21,94,-13
Los Angeles Clippers,Utah Jazz,W,02/23/2013,240:00,40,78,0.513,8,20,0.4,19,24,0.792,10,36,46,22,9,2,20,24,107,13
Los Angeles Lakers,Dallas Mavericks,W,02/24/2013,240:00,34,72,0.472,13,25,0.52,22,31,0.71,7,38,45,17,7,2,16,16,103,4
Dallas Mavericks,Los Angeles Lakers,L,02/24/2013,240:00,39,87,0.448,8,18,0.444,13,19,0.684,12,32,44,19,11,1,12,23,99,-4
Memphis Grizzlies,Brooklyn Nets,W,02/24/2013,240:00,32,71,0.451,2,7,0.286,10,12,0.833,7,28,35,16,6,11,11,19,76,4
Brooklyn Nets,Memphis Grizzlies,L,02/24/2013,240:00,29,77,0.377,9,21,0.429,5,13,0.385,17,27,44,18,7,4,14,14,72,-4
Minnesota Timberwolves,Golden State Warriors,L,02/24/2013,240:00,37,85,0.435,1,11,0.091,24,31,0.774,14,27,41,23,12,2,17,21,99,-1
Golden State Warriors,Minnesota Timberwolves,W,02/24/2013,240:00,37,81,0.457,7,17,0.412,19,23,0.826,14,34,48,18,11,4,22,28,100,1
Miami Heat,Cleveland Cavaliers,W,02/24/2013,240:00,39,75,0.52,12,19,0.632,19,24,0.792,6,28,34,23,8,9,11,17,109,4
Cleveland Cavaliers,Miami Heat,L,02/24/2013,240:00,39,78,0.5,8,20,0.4,19,24,0.792,9,26,35,18,7,4,11,19,105,-4
Sacramento Kings,New Orleans Hornets,L,02/24/2013,240:00,35,83,0.422,12,19,0.632,13,13,1.0,11,27,38,20,5,4,13,16,95,-15
New Orleans Hornets,Sacramento Kings,W,02/24/2013,240:00,45,89,0.506,6,16,0.375,14,15,0.933,15,31,46,31,5,9,9,13,110,15
Philadelphia 76ers,New York Knicks,L,02/24/2013,240:00,36,85,0.424,4,13,0.308,17,20,0.85,11,33,44,18,8,2,12,22,93,-6
New York Knicks,Philadelphia 76ers,W,02/24/2013,240:00,32,75,0.427,8,33,0.242,27,35,0.771,11,37,48,17,7,3,12,18,99,6
